"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
2699.38631693457,0.487424685434604,0.105796805556359,4.6071777202663,4.08171127774261e-06,1.65654049037333e-05,"ENSG00000000003.14"
12.5115632710191,-3.75724019849173,0.950449584049241,-3.95311888347049,7.71390865818708e-05,0.000252523905732148,"ENSG00000000005.5"
846.17202376064,-0.528646639520117,0.131251363659723,-4.02774207276554,5.63150736174619e-05,0.000189216510160227,"ENSG00000000419.12"
315.689824836267,0.598861991187313,0.193521680069498,3.09454729295574,0.00197113506617942,0.00491797782398746,"ENSG00000000457.13"
636.683318323193,-0.522445244240911,0.143691843060111,-3.63587266413137,0.000277041165216958,0.00082101555020865,"ENSG00000000460.16"
1179.62287885381,-0.760973297280395,0.120688371185596,-6.30527440054818,2.87683756839238e-10,2.03353943407281e-09,"ENSG00000001036.13"
851.597111038831,-0.707917781224345,0.13717503468711,-5.16068964618142,2.46041774666925e-07,1.20917615987434e-06,"ENSG00000001084.12"
1724.65123474078,0.385989388875399,0.10911970316084,3.53730240913925,0.000404236527824631,0.00116454631530654,"ENSG00000001167.14"
277.579004429788,0.671507143393661,0.205177020170963,3.27281848052053,0.00106480836651499,0.00281327391015829,"ENSG00000001460.17"
414.22028375199,0.920117072745119,0.173160643069779,5.31366167527073,1.07444020634514e-07,5.54344776624514e-07,"ENSG00000001461.16"
1275.49058978014,-0.19174132504528,0.119502583730589,-1.60449522562248,0.108604936014137,0.16811501022837,"ENSG00000001497.16"
319.381353646409,0.98362107857674,0.184004683746974,5.34563065758328,9.01027734770566e-08,4.69249944105365e-07,"ENSG00000001561.6"
1189.95471379227,0.489812642596719,0.171004647256383,2.86432357515031,0.00417900877111581,0.00967922934076489,"ENSG00000001617.11"
18.2638479215272,-1.68377519468608,0.718358555898577,-2.34392029002827,0.0190822490800606,0.0373978289386422,"ENSG00000001626.15"
1667.68375815237,-0.151092863434998,0.110703647330821,-1.36484087993488,0.172303067061377,0.247784488626313,"ENSG00000001629.9"
3653.30826181072,-1.49783402966499,0.0920665619137636,-16.2690340393939,1.63720121755841e-59,1.55859795480144e-57,"ENSG00000001630.16"
891.811190071781,0.18016214868647,0.139172836456488,1.29452092285837,0.195485546997746,0.275265413971299,"ENSG00000001631.15"
491.752900131641,1.15459910134541,0.163415828501288,7.06540554813094,1.60147585832849e-12,1.44902059394086e-11,"ENSG00000002016.17"
366.220808574553,0.332192943990058,0.17405361624515,1.90856674602022,0.0563180051633704,0.0958039117521183,"ENSG00000002330.13"
856.629730527382,-0.818357262276575,0.14957541786578,-5.47120157812911,4.46994521387844e-08,2.44514426636224e-07,"ENSG00000002549.12"
3211.69612959357,0.738853870344781,0.12868980151673,5.7413552716431,9.39218105082495e-09,5.57891143465137e-08,"ENSG00000002586.19"
188.015874433383,-3.52290735198425,0.321754798909155,-10.9490436939184,6.71528219232961e-28,1.86375394638841e-26,"ENSG00000002587.9"
47.0271049672059,-2.52480423499132,0.523187503959281,-4.82581142684903,1.39434393620004e-06,6.11584049499485e-06,"ENSG00000002746.14"
638.320257403511,0.0745995177882543,0.150397583687542,0.496015401040207,0.619883545018872,0.698960109192557,"ENSG00000002822.15"
5262.99371606465,-0.513839702528398,0.098794597255176,-5.2010911204102,1.98121932209339e-07,9.84880700064786e-07,"ENSG00000002834.17"
418.778957569049,-0.0437008237086377,0.16296291713816,-0.268164220891972,0.788572914236072,0.841971815748802,"ENSG00000002919.14"
32.7275409127797,2.60812695815268,0.700545260313792,3.72299565196463,0.000196872913635435,0.000598357137271311,"ENSG00000002933.8"
2232.15838349744,-0.0618868703478154,0.10828632484123,-0.57151141142295,0.56765302720397,0.651843849072679,"ENSG00000003056.7"
487.498481052174,0.463728000977703,0.158979970069606,2.91689576224395,0.00353533899854015,0.0083400276641554,"ENSG00000003096.14"
159.916297794531,-0.960328904091779,0.311443996571607,-3.08347219616731,0.0020460022780377,0.00508685233603111,"ENSG00000003137.8"
241.067917814101,-1.50550914886317,0.211330796368922,-7.12394584571097,1.04880265825708e-12,9.69266632033308e-12,"ENSG00000003147.18"
